treatment,session,participant,case,group,is_group4,delta,pv,discounted_pv,is_buyout,bid_amount,payment,win_buyout,win_bid,payoff,total_payoff,order,risk_av,time_pref,crt_mean,participant.code
0.6,20230123am,01,1,7,1,1,30,30,0,NA,NA,0,0,0,1467,3,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,2,7,1,1,100,100,0,NA,NA,0,0,0,1467,4,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,3,7,1,1,430,430,0,NA,NA,0,0,0,1467,7,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,4,7,1,1,790,790,1,NA,NA,1,0,50,1467,2,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,5,7,1,1,980,980,1,NA,NA,1,0,240,1467,11,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,6,13,0,1,490,490,0,NA,NA,0,0,0,1467,10,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,7,13,0,1,280,280,0,250,NA,0,0,0,1467,1,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,8,13,0,1,70,70,0,70,NA,0,0,0,1467,17,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,9,13,0,1,560,560,0,560,345,0,1,215,1467,14,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,10,13,0,1,640,640,0,640,160,0,1,480,1467,15,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,11,7,1,0.6,220,132,0,132,NA,0,0,0,1467,13,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,12,7,1,0.6,320,192,0,NA,NA,0,0,0,1467,18,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,13,7,1,0.6,540,324,0,NA,NA,0,0,0,1467,12,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,14,7,1,0.6,770,462,1,NA,NA,0,0,0,1467,6,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,15,7,1,0.6,850,510,1,NA,NA,0,0,0,1467,5,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,16,13,0,0.6,160,96,0,96,NA,0,0,0,1467,9,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,17,13,0,0.6,350,210,0,NA,NA,0,0,0,1467,20,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,18,13,0,0.6,910,546,1,NA,NA,1,0,170,1467,16,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,19,13,0,0.6,610,366,0,366,60,0,1,306,1467,8,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,01,20,13,0,0.6,500,300,0,300,294,0,1,6,1467,19,0.935,0.7900974453515933,0.09090909090909091,xbfx8ruz
0.6,20230123am,02,1,7,1,1,430,430,0,NA,NA,0,0,0,1602,3,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,2,5,1,1,790,790,1,NA,NA,1,0,50,1602,4,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,3,3,1,1,980,980,1,NA,NA,1,0,240,1602,7,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,4,2,1,1,30,30,0,NA,NA,0,0,0,1602,2,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,5,4,1,1,100,100,0,NA,NA,0,0,0,1602,11,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,6,14,0,1,490,490,0,590,NA,0,0,0,1602,10,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,7,14,0,1,280,280,0,100,NA,0,0,0,1602,1,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,8,14,0,1,70,70,0,200,NA,0,0,0,1602,17,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,9,14,0,1,560,560,0,960,350,0,1,210,1602,14,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,10,14,0,1,640,640,0,900,160,0,1,480,1602,15,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,11,5,1,0.6,160,96,0,300,NA,0,0,0,1602,13,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,12,7,1,0.6,770,462,1,NA,NA,1,0,30,1602,18,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,13,5,1,0.6,850,510,1,NA,NA,1,0,110,1602,12,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,14,2,1,0.6,320,192,0,NA,NA,0,0,0,1602,6,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,15,6,1,0.6,350,210,0,NA,NA,0,0,0,1602,5,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,16,14,0,0.6,480,288,0,350,NA,0,0,0,1602,9,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,17,14,0,0.6,740,444,1,NA,NA,0,0,0,1602,20,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,18,14,0,0.6,910,546,1,NA,NA,1,0,170,1602,16,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,19,14,0,0.6,610,366,0,700,60,0,1,306,1602,8,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,02,20,14,0,0.6,500,300,0,890,294,0,1,6,1602,19,3.46,0.7900974453515933,0.18181818181818182,i5d0wrx8
0.6,20230123am,04,1,6,1,1,30,30,0,NA,NA,0,0,0,1422,3,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,2,6,1,1,100,100,0,NA,NA,0,0,0,1422,4,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,3,6,1,1,430,430,0,NA,NA,0,0,0,1422,7,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,4,6,1,1,790,790,1,NA,NA,1,0,50,1422,2,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,5,6,1,1,980,980,1,NA,NA,1,0,240,1422,11,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,6,11,0,1,490,490,0,NA,NA,0,0,0,1422,10,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,7,11,0,1,280,280,0,0,NA,0,0,0,1422,1,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,8,11,0,1,70,70,0,69,NA,0,0,0,1422,17,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,9,11,0,1,560,560,0,500,400,0,1,160,1422,14,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,10,11,0,1,640,640,0,540,500,0,1,140,1422,15,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,11,6,1,0.6,220,132,0,10,NA,0,0,0,1422,13,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,12,6,1,0.6,320,192,0,NA,NA,0,0,0,1422,18,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,13,6,1,0.6,540,324,0,NA,NA,0,0,0,1422,12,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,14,6,1,0.6,770,462,1,NA,NA,1,0,30,1422,6,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,15,6,1,0.6,850,510,1,NA,NA,0,0,0,1422,5,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,16,11,0,0.6,160,96,0,90,NA,0,0,0,1422,9,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,17,11,0,0.6,350,210,0,NA,NA,0,0,0,1422,20,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,18,11,0,0.6,910,546,0,650,50,0,1,496,1422,16,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,19,11,0,0.6,610,366,0,250,60,0,1,306,1422,8,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,04,20,11,0,0.6,500,300,0,250,NA,0,0,0,1422,19,0.935,0.7900974453515933,0.7272727272727273,bsclvqvc
0.6,20230123am,05,1,6,1,1,430,430,0,NA,NA,0,0,0,1472,3,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,2,7,1,1,790,790,1,NA,NA,1,0,50,1472,4,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,3,2,1,1,980,980,1,NA,NA,1,0,240,1472,7,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,4,4,1,1,30,30,0,NA,NA,0,0,0,1472,2,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,5,1,1,1,100,100,0,NA,NA,0,0,0,1472,11,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,6,12,0,1,490,490,0,NA,NA,0,0,0,1472,10,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,7,12,0,1,280,280,0,280,NA,0,0,0,1472,1,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,8,12,0,1,70,70,0,70,NA,0,0,0,1472,17,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,9,12,0,1,560,560,0,560,350,0,1,210,1472,14,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,10,12,0,1,640,640,0,640,160,0,1,480,1472,15,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,11,6,1,0.6,160,96,0,96,NA,0,0,0,1472,13,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,12,5,1,0.6,770,462,1,NA,NA,0,0,0,1472,18,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,13,4,1,0.6,850,510,1,NA,NA,0,0,0,1472,12,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,14,7,1,0.6,320,192,0,NA,NA,0,0,0,1472,6,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,15,1,1,0.6,350,210,0,NA,NA,0,0,0,1472,5,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,16,12,0,0.6,480,288,0,288,NA,0,0,0,1472,9,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,17,12,0,0.6,740,444,1,NA,NA,1,0,0,1472,20,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,18,12,0,0.6,910,546,1,NA,NA,1,0,170,1472,16,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,19,12,0,0.6,610,366,0,366,50,0,1,316,1472,8,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,05,20,12,0,0.6,500,300,0,300,294,0,1,6,1472,19,3.46,0.7900974453515933,0.36363636363636365,2cza5ftv
0.6,20230123am,06,1,1,1,1,280,280,0,NA,NA,0,0,0,1702,3,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,2,2,1,1,430,430,0,NA,NA,0,0,0,1702,4,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,3,3,1,1,790,790,1,NA,NA,0,0,0,1702,7,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,4,4,1,1,980,980,1,NA,NA,1,0,240,1702,2,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,5,5,1,1,30,30,0,NA,NA,0,0,0,1702,11,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,6,1,0,1,910,910,1,NA,NA,1,0,170,1702,10,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,7,5,0,1,610,610,0,600,280,0,1,330,1702,1,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,8,9,0,1,500,500,0,600,70,0,1,430,1702,17,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,9,13,0,1,350,350,0,345,NA,0,0,0,1702,14,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,10,1,0,1,160,160,0,155,NA,0,0,0,1702,15,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,11,2,1,0.6,320,192,0,190,NA,0,0,0,1702,13,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,12,3,1,0.6,540,324,0,NA,NA,0,0,0,1702,18,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,13,4,1,0.6,770,462,1,NA,NA,1,0,30,1702,12,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,14,5,1,0.6,840,504,1,NA,NA,1,0,100,1702,6,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,15,6,1,0.6,220,132,0,NA,NA,0,0,0,1702,5,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,16,13,0,0.6,640,384,0,380,96,0,1,288,1702,9,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,17,1,0,0.6,860,516,1,NA,NA,1,0,120,1702,20,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,18,3,0,0.6,70,42,0,NA,NA,0,0,0,1702,16,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,19,5,0,0.6,100,60,0,55,NA,0,0,0,1702,8,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,06,20,7,0,0.6,490,294,0,400,300,0,1,-6,1702,19,0.25,0.8264462809917356,0.5454545454545454,9bu6dn50
0.6,20230123am,08,1,2,1,1,430,430,0,NA,NA,0,0,0,1172,3,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,2,1,1,1,790,790,0,NA,NA,0,0,0,1172,4,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,3,7,1,1,980,980,1,NA,NA,0,0,0,1172,7,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,4,6,1,1,30,30,0,NA,NA,0,0,0,1172,2,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,5,5,1,1,100,100,0,NA,NA,0,0,0,1172,11,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,6,4,0,1,490,490,0,NA,NA,0,0,0,1172,10,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,7,4,0,1,280,280,0,280,NA,0,0,0,1172,1,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,8,4,0,1,70,70,0,70,NA,0,0,0,1172,17,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,9,4,0,1,560,560,0,560,350,0,1,210,1172,14,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,10,4,0,1,640,640,0,640,160,0,1,480,1172,15,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,11,3,1,0.6,160,96,0,96,NA,0,0,0,1172,13,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,12,2,1,0.6,770,462,1,NA,NA,0,0,0,1172,18,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,13,7,1,0.6,850,510,1,NA,NA,0,0,0,1172,12,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,14,6,1,0.6,320,192,0,NA,NA,0,0,0,1172,6,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,15,4,1,0.6,350,210,0,NA,NA,0,0,0,1172,5,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,16,4,0,0.6,480,288,0,288,NA,0,0,0,1172,9,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,17,4,0,0.6,740,444,0,NA,NA,0,0,0,1172,20,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,18,4,0,0.6,910,546,1,NA,NA,1,0,170,1172,16,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,19,4,0,0.6,610,366,0,366,60,0,1,306,1172,8,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,08,20,4,0,0.6,500,300,0,300,294,0,1,6,1172,19,0.935,1,0.7272727272727273,7m5rcvps
0.6,20230123am,10,1,4,1,1,430,430,0,NA,NA,0,0,0,1342,3,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,2,2,1,1,790,790,1,NA,NA,1,0,50,1342,4,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,3,1,1,1,980,980,1,NA,NA,0,0,0,1342,7,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,4,5,1,1,30,30,0,NA,NA,0,0,0,1342,2,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,5,6,1,1,100,100,0,NA,NA,0,0,0,1342,11,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,6,8,0,1,490,490,0,490,NA,0,0,0,1342,10,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,7,8,0,1,280,280,0,280,NA,0,0,0,1342,1,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,8,8,0,1,70,70,0,70,NA,0,0,0,1342,17,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,9,8,0,1,560,560,0,560,350,0,1,210,1342,14,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,10,8,0,1,640,640,0,640,160,0,1,480,1342,15,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,11,7,1,0.6,160,96,0,96,NA,0,0,0,1342,13,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,12,1,1,0.6,770,462,1,NA,NA,0,0,0,1342,18,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,13,3,1,0.6,850,510,1,NA,NA,1,0,110,1342,12,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,14,5,1,0.6,320,192,0,NA,NA,0,0,0,1342,6,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,15,2,1,0.6,350,210,0,NA,NA,0,0,0,1342,5,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,16,8,0,0.6,480,288,0,288,NA,0,0,0,1342,9,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,17,8,0,0.6,740,444,0,NA,NA,0,0,0,1342,20,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,18,8,0,0.6,910,546,1,NA,NA,1,0,170,1342,16,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,19,8,0,0.6,610,366,0,366,50,0,1,316,1342,8,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,10,20,8,0,0.6,500,300,0,300,294,0,1,6,1342,19,2.31,1,0.45454545454545453,2uk01ax0
0.6,20230123am,11,1,4,1,1,280,280,0,NA,NA,0,0,0,729,3,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,2,5,1,1,430,430,1,NA,NA,0,0,0,729,4,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,3,6,1,1,790,790,1,NA,NA,1,0,50,729,7,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,4,7,1,1,980,980,1,NA,NA,0,0,0,729,2,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,5,1,1,1,30,30,0,NA,NA,0,0,0,729,11,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,6,5,0,1,910,910,1,NA,NA,1,0,170,729,10,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,7,3,0,1,610,610,0,610,260,0,1,350,729,1,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,8,1,0,1,500,500,0,500,60,0,1,440,729,17,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,9,7,0,1,350,350,0,350,NA,0,0,0,729,14,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,10,9,0,1,160,160,0,160,NA,0,0,0,729,15,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,11,3,1,0.6,320,192,0,190,NA,0,0,0,729,13,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,12,2,1,0.6,540,324,0,NA,NA,0,0,0,729,18,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,13,7,1,0.6,770,462,1,NA,NA,1,0,30,729,12,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,14,3,1,0.6,840,504,1,NA,NA,1,0,100,729,6,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,15,7,1,0.6,220,132,1,NA,NA,1,0,-520,729,5,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,16,11,0,0.6,640,384,0,380,90,0,1,294,729,9,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,17,9,0,0.6,860,516,1,NA,NA,1,0,120,729,20,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,18,7,0,0.6,70,42,0,NA,NA,0,0,0,729,16,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,19,1,0,0.6,100,60,0,500,365,0,1,-305,729,8,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,11,20,3,0,0.6,490,294,0,290,NA,0,0,0,729,19,0.935,1,0.45454545454545453,dj375jfx
0.6,20230123am,12,1,4,1,1,790,790,1,NA,NA,1,0,50,1200,3,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,2,3,1,1,980,980,1,NA,NA,0,0,0,1200,4,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,3,6,1,1,30,30,0,NA,NA,0,0,0,1200,7,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,4,7,1,1,280,280,0,NA,NA,0,0,0,1200,2,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,5,2,1,1,430,430,0,NA,NA,0,0,0,1200,11,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,6,10,0,1,910,910,1,NA,NA,1,0,170,1200,10,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,7,12,0,1,610,610,0,400,280,0,1,330,1200,1,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,8,8,0,1,500,500,0,500,70,0,1,430,1200,17,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,9,2,0,1,350,350,0,300,NA,0,0,0,1200,14,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,10,4,0,1,160,160,0,160,NA,0,0,0,1200,15,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,11,1,1,0.6,560,336,0,300,NA,0,0,0,1200,13,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,12,5,1,0.6,840,504,1,NA,NA,1,0,100,1200,18,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,13,6,1,0.6,320,192,0,NA,NA,0,0,0,1200,12,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,14,4,1,0.6,240,144,0,NA,NA,0,0,0,1200,6,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,15,2,1,0.6,770,462,0,NA,NA,0,0,0,1200,5,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,16,6,0,0.6,640,384,0,NA,NA,0,0,0,1200,9,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,17,8,0,0.6,860,516,1,NA,NA,1,0,120,1200,20,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,18,10,0,0.6,70,42,0,NA,NA,0,0,0,1200,16,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,19,12,0,0.6,100,60,0,50,NA,0,0,0,1200,8,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,12,20,14,0,0.6,490,294,0,294,NA,0,0,0,1200,19,2.31,0.8455467869222096,0.9090909090909091,pysb7rgn
0.6,20230123am,13,1,7,1,1,280,280,0,NA,NA,0,0,0,1704,3,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,2,6,1,1,430,430,0,NA,NA,0,0,0,1704,4,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,3,4,1,1,790,790,1,NA,NA,0,0,0,1704,7,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,4,2,1,1,980,980,1,NA,NA,1,0,240,1704,2,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,5,3,1,1,30,30,0,NA,NA,0,0,0,1704,11,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,6,9,0,1,910,910,1,NA,NA,1,0,170,1704,10,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,7,13,0,1,610,610,0,600,250,0,1,360,1704,1,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,8,13,0,1,500,500,0,600,70,0,1,430,1704,17,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,9,11,0,1,350,350,0,400,NA,0,0,0,1704,14,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,10,7,0,1,160,160,0,280,NA,0,0,0,1704,15,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,11,5,1,0.6,320,192,0,250,NA,0,0,0,1704,13,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,12,7,1,0.6,540,324,0,NA,NA,0,0,0,1704,18,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,13,1,1,0.6,770,462,1,NA,NA,1,0,30,1704,12,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,14,6,1,0.6,840,504,1,NA,NA,0,0,0,1704,6,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,15,1,1,0.6,220,132,0,NA,NA,0,0,0,1704,5,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,16,3,0,0.6,640,384,0,450,30,0,1,354,1704,9,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,17,5,0,0.6,860,516,1,NA,NA,1,0,120,1704,20,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,18,1,0,0.6,70,42,0,NA,NA,0,0,0,1704,16,3.46,1,0.9090909090909091,slzf5xmq
0.6,20230123am,13,19,13,0,0.6,100,60,0,60,NA,0,0,0,1704,8,3.46,1,0.9090909090909091,slzf5xmq
